Problem size: 11962
Problem[
Clause[~occupies(9, 9, 9), ~occupies(9, 8, 9)]
Clause[~occupies(2, 5, 3), ~occupies(1, 5, 3)]
Clause[occupies(9, 5, 3), occupies(8, 5, 3), occupies(7, 5, 3), occupies(6, 5, 3), occupies(5, 5, 3), occupies(4, 5, 3), occupies(3, 5, 3), occupies(2, 5, 3), occupies(1, 5, 3)]
Clause[~occupies(9, 5, 2), ~occupies(8, 5, 2)]
Clause[~occupies(9, 5, 2), ~occupies(7, 5, 2)]
Clause[~occupies(8, 5, 2), ~occupies(7, 5, 2)]
Clause[~occupies(9, 5, 2), ~occupies(6, 5, 2)]
Clause[~occupies(8, 5, 2), ~occupies(6, 5, 2)]
Clause[~occupies(7, 5, 2), ~occupies(6, 5, 2)]
Clause[~occupies(9, 5, 2), ~occupies(5, 5, 2)]
Clause[~occupies(8, 5, 2), ~occupies(5, 5, 2)]
Clause[~occupies(7, 5, 2), ~occupies(5, 5, 2)]
Clause[~occupies(6, 5, 2), ~occupies(5, 5, 2)]
Clause[~occupies(9, 5, 2), ~occupies(4, 5, 2)]
Clause[~occupies(8, 5, 2), ~occupies(4, 5, 2)]
Clause[~occupies(7, 5, 2), ~occupies(4, 5, 2)]
Clause[~occupies(6, 5, 2), ~occupies(4, 5, 2)]
Clause[~occupies(5, 5, 2), ~occupies(4, 5, 2)]
Clause[~occupies(9, 5, 2), ~occupies(3, 5, 2)]
Clause[~occupies(8, 5, 2), ~occupies(3, 5, 2)]
Clause[~occupies(7, 5, 2), ~occupies(3, 5, 2)]
Clause[~occupies(6, 5, 2), ~occupies(3, 5, 2)]
Clause[~occupies(5, 5, 2), ~occupies(3, 5, 2)]
Clause[~occupies(4, 5, 2), ~occupies(3, 5, 2)]
Clause[~occupies(9, 5, 2), ~occupies(2, 5, 2)]
Clause[~occupies(8, 5, 2), ~occupies(2, 5, 2)]
Clause[~occupies(7, 5, 2), ~occupies(2, 5, 2)]
Clause[~occupies(6, 5, 2), ~occupies(2, 5, 2)]
Clause[~occupies(5, 5, 2), ~occupies(2, 5, 2)]
Clause[~occupies(4, 5, 2), ~occupies(2, 5, 2)]
Clause[~occupies(3, 5, 2), ~occupies(2, 5, 2)]
Clause[~occupies(9, 5, 2), ~occupies(1, 5, 2)]
Clause[~occupies(8, 5, 2), ~occupies(1, 5, 2)]
Clause[~occupies(7, 5, 2), ~occupies(1, 5, 2)]
Clause[~occupies(6, 5, 2), ~occupies(1, 5, 2)]
Clause[~occupies(5, 5, 2), ~occupies(1, 5, 2)]
Clause[~occupies(4, 5, 2), ~occupies(1, 5, 2)]
Clause[~occupies(3, 5, 2), ~occupies(1, 5, 2)]
Clause[~occupies(2, 5, 2), ~occupies(1, 5, 2)]
Clause[occupies(9, 5, 2), occupies(8, 5, 2), occupies(7, 5, 2), occupies(6, 5, 2), occupies(5, 5, 2), occupies(4, 5, 2), occupies(3, 5, 2), occupies(2, 5, 2), occupies(1, 5, 2)]
Clause[~occupies(9, 5, 1), ~occupies(8, 5, 1)]
Clause[~occupies(9, 5, 1), ~occupies(7, 5, 1)]
Clause[~occupies(8, 5, 1), ~occupies(7, 5, 1)]
Clause[~occupies(9, 5, 1), ~occupies(6, 5, 1)]
Clause[~occupies(8, 5, 1), ~occupies(6, 5, 1)]
Clause[~occupies(7, 5, 1), ~occupies(6, 5, 1)]
Clause[~occupies(9, 5, 1), ~occupies(5, 5, 1)]
Clause[~occupies(8, 5, 1), ~occupies(5, 5, 1)]
Clause[~occupies(7, 5, 1), ~occupies(5, 5, 1)]
Clause[~occupies(6, 5, 1), ~occupies(5, 5, 1)]
Clause[~occupies(9, 5, 1), ~occupies(4, 5, 1)]
Clause[~occupies(8, 5, 1), ~occupies(4, 5, 1)]
Clause[~occupies(7, 5, 1), ~occupies(4, 5, 1)]
Clause[~occupies(6, 5, 1), ~occupies(4, 5, 1)]
Clause[~occupies(5, 5, 1), ~occupies(4, 5, 1)]
Clause[~occupies(9, 5, 1), ~occupies(3, 5, 1)]
Clause[~occupies(8, 5, 1), ~occupies(3, 5, 1)]
Clause[~occupies(7, 5, 1), ~occupies(3, 5, 1)]
Clause[~occupies(6, 5, 1), ~occupies(3, 5, 1)]
Clause[~occupies(5, 5, 1), ~occupies(3, 5, 1)]
Clause[~occupies(4, 5, 1), ~occupies(3, 5, 1)]
Clause[~occupies(9, 5, 1), ~occupies(2, 5, 1)]
Clause[~occupies(8, 5, 1), ~occupies(2, 5, 1)]
Clause[~occupies(7, 5, 1), ~occupies(2, 5, 1)]
Clause[~occupies(6, 5, 1), ~occupies(2, 5, 1)]
Clause[~occupies(5, 5, 1), ~occupies(2, 5, 1)]
Clause[~occupies(4, 5, 1), ~occupies(2, 5, 1)]
Clause[~occupies(3, 5, 1), ~occupies(2, 5, 1)]
Clause[~occupies(9, 5, 1), ~occupies(1, 5, 1)]
Clause[~occupies(8, 5, 1), ~occupies(1, 5, 1)]
Clause[~occupies(7, 5, 1), ~occupies(1, 5, 1)]
Clause[~occupies(6, 5, 1), ~occupies(1, 5, 1)]
Clause[~occupies(5, 5, 1), ~occupies(1, 5, 1)]
Clause[~occupies(4, 5, 1), ~occupies(1, 5, 1)]
Clause[~occupies(3, 5, 1), ~occupies(1, 5, 1)]
Clause[~occupies(2, 5, 1), ~occupies(1, 5, 1)]
Clause[occupies(9, 5, 1), occupies(8, 5, 1), occupies(7, 5, 1), occupies(6, 5, 1), occupies(5, 5, 1), occupies(4, 5, 1), occupies(3, 5, 1), occupies(2, 5, 1), occupies(1, 5, 1)]
Clause[~occupies(9, 4, 9), ~occupies(8, 4, 9)]
Clause[~occupies(9, 4, 9), ~occupies(7, 4, 9)]
Clause[~occupies(8, 4, 9), ~occupies(7, 4, 9)]
Clause[~occupies(9, 4, 9), ~occupies(6, 4, 9)]
Clause[~occupies(8, 4, 9), ~occupies(6, 4, 9)]
Clause[~occupies(7, 4, 9), ~occupies(6, 4, 9)]
Clause[~occupies(9, 4, 9), ~occupies(5, 4, 9)]
Clause[~occupies(8, 4, 9), ~occupies(5, 4, 9)]
Clause[~occupies(7, 4, 9), ~occupies(5, 4, 9)]
Clause[~occupies(6, 4, 9), ~occupies(5, 4, 9)]
Clause[~occupies(9, 4, 9), ~occupies(4, 4, 9)]
Clause[~occupies(8, 4, 9), ~occupies(4, 4, 9)]
Clause[~occupies(7, 4, 9), ~occupies(4, 4, 9)]
Clause[~occupies(6, 4, 9), ~occupies(4, 4, 9)]
Clause[~occupies(5, 4, 9), ~occupies(4, 4, 9)]
Clause[~occupies(9, 4, 9), ~occupies(3, 4, 9)]
Clause[~occupies(8, 4, 9), ~occupies(3, 4, 9)]
Clause[~occupies(7, 4, 9), ~occupies(3, 4, 9)]
Clause[~occupies(6, 4, 9), ~occupies(3, 4, 9)]
Clause[~occupies(5, 4, 9), ~occupies(3, 4, 9)]
Clause[~occupies(4, 4, 9), ~occupies(3, 4, 9)]
Clause[~occupies(9, 4, 9), ~occupies(2, 4, 9)]
Clause[~occupies(8, 4, 9), ~occupies(2, 4, 9)]
Clause[~occupies(7, 4, 9), ~occupies(2, 4, 9)]
Clause[~occupies(6, 4, 9), ~occupies(2, 4, 9)]
Clause[~occupies(5, 4, 9), ~occupies(2, 4, 9)]
Clause[~occupies(4, 4, 9), ~occupies(2, 4, 9)]
Clause[~occupies(3, 4, 9), ~occupies(2, 4, 9)]
Clause[~occupies(9, 4, 9), ~occupies(1, 4, 9)]
Clause[~occupies(8, 4, 9), ~occupies(1, 4, 9)]
Clause[~occupies(7, 4, 9), ~occupies(1, 4, 9)]
Clause[~occupies(6, 4, 9), ~occupies(1, 4, 9)]
Clause[~occupies(5, 4, 9), ~occupies(1, 4, 9)]
Clause[~occupies(4, 4, 9), ~occupies(1, 4, 9)]
Clause[~occupies(3, 4, 9), ~occupies(1, 4, 9)]
Clause[~occupies(2, 4, 9), ~occupies(1, 4, 9)]
Clause[occupies(9, 4, 9), occupies(8, 4, 9), occupies(7, 4, 9), occupies(6, 4, 9), occupies(5, 4, 9), occupies(4, 4, 9), occupies(3, 4, 9), occupies(2, 4, 9), occupies(1, 4, 9)]
Clause[~occupies(9, 4, 8), ~occupies(8, 4, 8)]
Clause[~occupies(9, 4, 8), ~occupies(7, 4, 8)]
Clause[~occupies(8, 4, 8), ~occupies(7, 4, 8)]
Clause[~occupies(9, 4, 8), ~occupies(6, 4, 8)]
Clause[~occupies(8, 4, 8), ~occupies(6, 4, 8)]
Clause[~occupies(7, 4, 8), ~occupies(6, 4, 8)]
Clause[~occupies(9, 4, 8), ~occupies(5, 4, 8)]
Clause[~occupies(8, 4, 8), ~occupies(5, 4, 8)]
Clause[~occupies(7, 4, 8), ~occupies(5, 4, 8)]
Clause[~occupies(6, 4, 8), ~occupies(5, 4, 8)]
Clause[~occupies(9, 4, 8), ~occupies(4, 4, 8)]
Clause[~occupies(8, 4, 8), ~occupies(4, 4, 8)]
Clause[~occupies(7, 4, 8), ~occupies(4, 4, 8)]
Clause[~occupies(6, 4, 8), ~occupies(4, 4, 8)]
Clause[~occupies(5, 4, 8), ~occupies(4, 4, 8)]
Clause[~occupies(9, 4, 8), ~occupies(3, 4, 8)]
Clause[~occupies(8, 4, 8), ~occupies(3, 4, 8)]
Clause[~occupies(7, 4, 8), ~occupies(3, 4, 8)]
Clause[~occupies(6, 4, 8), ~occupies(3, 4, 8)]
Clause[~occupies(5, 4, 8), ~occupies(3, 4, 8)]
Clause[~occupies(4, 4, 8), ~occupies(3, 4, 8)]
Clause[~occupies(9, 4, 8), ~occupies(2, 4, 8)]
Clause[~occupies(8, 4, 8), ~occupies(2, 4, 8)]
Clause[~occupies(7, 4, 8), ~occupies(2, 4, 8)]
Clause[~occupies(6, 4, 8), ~occupies(2, 4, 8)]
Clause[~occupies(5, 4, 8), ~occupies(2, 4, 8)]
Clause[~occupies(4, 4, 8), ~occupies(2, 4, 8)]
Clause[~occupies(3, 4, 8), ~occupies(2, 4, 8)]
Clause[~occupies(9, 4, 8), ~occupies(1, 4, 8)]
Clause[~occupies(8, 4, 8), ~occupies(1, 4, 8)]
Clause[~occupies(7, 4, 8), ~occupies(1, 4, 8)]
Clause[~occupies(6, 4, 8), ~occupies(1, 4, 8)]
Clause[~occupies(5, 4, 8), ~occupies(1, 4, 8)]
Clause[~occupies(4, 4, 8), ~occupies(1, 4, 8)]
Clause[~occupies(3, 4, 8), ~occupies(1, 4, 8)]
Clause[~occupies(2, 4, 8), ~occupies(1, 4, 8)]
Clause[occupies(9, 4, 8), occupies(8, 4, 8), occupies(7, 4, 8), occupies(6, 4, 8), occupies(5, 4, 8), occupies(4, 4, 8), occupies(3, 4, 8), occupies(2, 4, 8), occupies(1, 4, 8)]
Clause[~occupies(9, 4, 7), ~occupies(8, 4, 7)]
Clause[~occupies(9, 4, 7), ~occupies(7, 4, 7)]
Clause[~occupies(8, 4, 7), ~occupies(7, 4, 7)]
Clause[~occupies(9, 4, 7), ~occupies(6, 4, 7)]
Clause[~occupies(8, 4, 7), ~occupies(6, 4, 7)]
Clause[~occupies(7, 4, 7), ~occupies(6, 4, 7)]
Clause[~occupies(9, 4, 7), ~occupies(5, 4, 7)]
Clause[~occupies(8, 4, 7), ~occupies(5, 4, 7)]
Clause[~occupies(7, 4, 7), ~occupies(5, 4, 7)]
Clause[~occupies(6, 4, 7), ~occupies(5, 4, 7)]
Clause[~occupies(9, 4, 7), ~occupies(4, 4, 7)]
Clause[~occupies(8, 4, 7), ~occupies(4, 4, 7)]
Clause[~occupies(7, 4, 7), ~occupies(4, 4, 7)]
Clause[~occupies(6, 4, 7), ~occupies(4, 4, 7)]
Clause[~occupies(5, 4, 7), ~occupies(4, 4, 7)]
Clause[~occupies(9, 4, 7), ~occupies(3, 4, 7)]
Clause[~occupies(8, 4, 7), ~occupies(3, 4, 7)]
Clause[~occupies(7, 4, 7), ~occupies(3, 4, 7)]
Clause[~occupies(6, 4, 7), ~occupies(3, 4, 7)]
Clause[~occupies(5, 4, 7), ~occupies(3, 4, 7)]
Clause[~occupies(4, 4, 7), ~occupies(3, 4, 7)]
Clause[~occupies(9, 4, 7), ~occupies(2, 4, 7)]
Clause[~occupies(8, 4, 7), ~occupies(2, 4, 7)]
Clause[~occupies(7, 4, 7), ~occupies(2, 4, 7)]
Clause[~occupies(6, 4, 7), ~occupies(2, 4, 7)]
Clause[~occupies(5, 4, 7), ~occupies(2, 4, 7)]
Clause[~occupies(4, 4, 7), ~occupies(2, 4, 7)]
Clause[~occupies(3, 4, 7), ~occupies(2, 4, 7)]
Clause[~occupies(9, 4, 7), ~occupies(1, 4, 7)]
Clause[~occupies(8, 4, 7), ~occupies(1, 4, 7)]
Clause[~occupies(7, 4, 7), ~occupies(1, 4, 7)]
Clause[~occupies(6, 4, 7), ~occupies(1, 4, 7)]
Clause[~occupies(5, 4, 7), ~occupies(1, 4, 7)]
Clause[~occupies(4, 4, 7), ~occupies(1, 4, 7)]
Clause[~occupies(3, 4, 7), ~occupies(1, 4, 7)]
Clause[~occupies(2, 4, 7), ~occupies(1, 4, 7)]
Clause[occupies(9, 4, 7), occupies(8, 4, 7), occupies(7, 4, 7), occupies(6, 4, 7), occupies(5, 4, 7), occupies(4, 4, 7), occupies(3, 4, 7), occupies(2, 4, 7), occupies(1, 4, 7)]
Clause[~occupies(9, 4, 6), ~occupies(8, 4, 6)]
Clause[~occupies(9, 4, 6), ~occupies(7, 4, 6)]
Clause[~occupies(8, 4, 6), ~occupies(7, 4, 6)]
Clause[~occupies(9, 4, 6), ~occupies(6, 4, 6)]
Clause[~occupies(8, 4, 6), ~occupies(6, 4, 6)]
Clause[~occupies(7, 4, 6), ~occupies(6, 4, 6)]
Clause[~occupies(9, 4, 6), ~occupies(5, 4, 6)]
Clause[~occupies(8, 4, 6), ~occupies(5, 4, 6)]
Clause[~occupies(7, 4, 6), ~occupies(5, 4, 6)]
Clause[~occupies(6, 4, 6), ~occupies(5, 4, 6)]
Clause[~occupies(9, 4, 6), ~occupies(4, 4, 6)]
Clause[~occupies(8, 4, 6), ~occupies(4, 4, 6)]
Clause[~occupies(7, 4, 6), ~occupies(4, 4, 6)]
Clause[~occupies(6, 4, 6), ~occupies(4, 4, 6)]
Clause[~occupies(5, 4, 6), ~occupies(4, 4, 6)]
Clause[~occupies(9, 4, 6), ~occupies(3, 4, 6)]
Clause[~occupies(8, 4, 6), ~occupies(3, 4, 6)]
Clause[~occupies(7, 4, 6), ~occupies(3, 4, 6)]
Clause[~occupies(6, 4, 6), ~occupies(3, 4, 6)]
Clause[~occupies(5, 4, 6), ~occupies(3, 4, 6)]
Clause[~occupies(4, 4, 6), ~occupies(3, 4, 6)]
Clause[~occupies(9, 4, 6), ~occupies(2, 4, 6)]
Clause[~occupies(8, 4, 6), ~occupies(2, 4, 6)]
Clause[~occupies(7, 4, 6), ~occupies(2, 4, 6)]
Clause[~occupies(6, 4, 6), ~occupies(2, 4, 6)]
Clause[~occupies(5, 4, 6), ~occupies(2, 4, 6)]
Clause[~occupies(4, 4, 6), ~occupies(2, 4, 6)]
Clause[~occupies(3, 4, 6), ~occupies(2, 4, 6)]
Clause[~occupies(9, 4, 6), ~occupies(1, 4, 6)]
Clause[~occupies(8, 4, 6), ~occupies(1, 4, 6)]
Clause[~occupies(7, 4, 6), ~occupies(1, 4, 6)]
Clause[~occupies(6, 4, 6), ~occupies(1, 4, 6)]
Clause[~occupies(5, 4, 6), ~occupies(1, 4, 6)]
Clause[~occupies(4, 4, 6), ~occupies(1, 4, 6)]
Clause[~occupies(3, 4, 6), ~occupies(1, 4, 6)]
Clause[~occupies(2, 4, 6), ~occupies(1, 4, 6)]
Clause[occupies(9, 4, 6), occupies(8, 4, 6), occupies(7, 4, 6), occupies(6, 4, 6), occupies(5, 4, 6), occupies(4, 4, 6), occupies(3, 4, 6), occupies(2, 4, 6), occupies(1, 4, 6)]
Clause[~occupies(9, 4, 5), ~occupies(8, 4, 5)]
Clause[~occupies(9, 4, 5), ~occupies(7, 4, 5)]
Clause[~occupies(8, 4, 5), ~occupies(7, 4, 5)]
Clause[~occupies(9, 4, 5), ~occupies(6, 4, 5)]
Clause[~occupies(8, 4, 5), ~occupies(6, 4, 5)]
Clause[~occupies(7, 4, 5), ~occupies(6, 4, 5)]
Clause[~occupies(9, 4, 5), ~occupies(5, 4, 5)]
Clause[~occupies(8, 4, 5), ~occupies(5, 4, 5)]
Clause[~occupies(7, 4, 5), ~occupies(5, 4, 5)]
Clause[~occupies(6, 4, 5), ~occupies(5, 4, 5)]
Clause[~occupies(9, 4, 5), ~occupies(4, 4, 5)]
Clause[~occupies(8, 4, 5), ~occupies(4, 4, 5)]
Clause[~occupies(7, 4, 5), ~occupies(4, 4, 5)]
Clause[~occupies(6, 4, 5), ~occupies(4, 4, 5)]
Clause[~occupies(5, 4, 5), ~occupies(4, 4, 5)]
Clause[~occupies(9, 4, 5), ~occupies(3, 4, 5)]
Clause[~occupies(8, 4, 5), ~occupies(3, 4, 5)]
Clause[~occupies(7, 4, 5), ~occupies(3, 4, 5)]
Clause[~occupies(6, 4, 5), ~occupies(3, 4, 5)]
Clause[~occupies(5, 4, 5), ~occupies(3, 4, 5)]
Clause[~occupies(4, 4, 5), ~occupies(3, 4, 5)]
Clause[~occupies(9, 4, 5), ~occupies(2, 4, 5)]
Clause[~occupies(8, 4, 5), ~occupies(2, 4, 5)]
Clause[~occupies(7, 4, 5), ~occupies(2, 4, 5)]
Clause[~occupies(6, 4, 5), ~occupies(2, 4, 5)]
Clause[~occupies(5, 4, 5), ~occupies(2, 4, 5)]
Clause[~occupies(4, 4, 5), ~occupies(2, 4, 5)]
Clause[~occupies(3, 4, 5), ~occupies(2, 4, 5)]
Clause[~occupies(9, 4, 5), ~occupies(1, 4, 5)]
Clause[~occupies(8, 4, 5), ~occupies(1, 4, 5)]
Clause[~occupies(7, 4, 5), ~occupies(1, 4, 5)]
Clause[~occupies(6, 4, 5), ~occupies(1, 4, 5)]
Clause[~occupies(5, 4, 5), ~occupies(1, 4, 5)]
Clause[~occupies(4, 4, 5), ~occupies(1, 4, 5)]
Clause[~occupies(3, 4, 5), ~occupies(1, 4, 5)]
Clause[~occupies(2, 4, 5), ~occupies(1, 4, 5)]
Clause[occupies(9, 4, 5), occupies(8, 4, 5), occupies(7, 4, 5), occupies(6, 4, 5), occupies(5, 4, 5), occupies(4, 4, 5), occupies(3, 4, 5), occupies(2, 4, 5), occupies(1, 4, 5)]
Clause[~occupies(9, 4, 4), ~occupies(8, 4, 4)]
Clause[~occupies(9, 4, 4), ~occupies(7, 4, 4)]
Clause[~occupies(8, 4, 4), ~occupies(7, 4, 4)]
Clause[~occupies(9, 4, 4), ~occupies(6, 4, 4)]
Clause[~occupies(8, 4, 4), ~occupies(6, 4, 4)]
Clause[~occupies(7, 4, 4), ~occupies(6, 4, 4)]
Clause[~occupies(9, 4, 4), ~occupies(5, 4, 4)]
Clause[~occupies(8, 4, 4), ~occupies(5, 4, 4)]
Clause[~occupies(7, 4, 4), ~occupies(5, 4, 4)]
Clause[~occupies(6, 4, 4), ~occupies(5, 4, 4)]
Clause[~occupies(9, 4, 4), ~occupies(4, 4, 4)]
Clause[~occupies(8, 4, 4), ~occupies(4, 4, 4)]
Clause[~occupies(7, 4, 4), ~occupies(4, 4, 4)]
Clause[~occupies(6, 4, 4), ~occupies(4, 4, 4)]
Clause[~occupies(5, 4, 4), ~occupies(4, 4, 4)]
Clause[~occupies(9, 4, 4), ~occupies(3, 4, 4)]
Clause[~occupies(8, 4, 4), ~occupies(3, 4, 4)]
Clause[~occupies(7, 4, 4), ~occupies(3, 4, 4)]
Clause[~occupies(6, 4, 4), ~occupies(3, 4, 4)]
Clause[~occupies(5, 4, 4), ~occupies(3, 4, 4)]
Clause[~occupies(4, 4, 4), ~occupies(3, 4, 4)]
Clause[~occupies(9, 4, 4), ~occupies(2, 4, 4)]
Clause[~occupies(8, 4, 4), ~occupies(2, 4, 4)]
Clause[~occupies(7, 4, 4), ~occupies(2, 4, 4)]
Clause[~occupies(6, 4, 4), ~occupies(2, 4, 4)]
Clause[~occupies(5, 4, 4), ~occupies(2, 4, 4)]
Clause[~occupies(4, 4, 4), ~occupies(2, 4, 4)]
Clause[~occupies(3, 4, 4), ~occupies(2, 4, 4)]
Clause[~occupies(9, 4, 4), ~occupies(1, 4, 4)]
Clause[~occupies(8, 4, 4), ~occupies(1, 4, 4)]
Clause[~occupies(7, 4, 4), ~occupies(1, 4, 4)]
Clause[~occupies(6, 4, 4), ~occupies(1, 4, 4)]
Clause[~occupies(5, 4, 4), ~occupies(1, 4, 4)]
Clause[~occupies(4, 4, 4), ~occupies(1, 4, 4)]
Clause[~occupies(3, 4, 4), ~occupies(1, 4, 4)]
Clause[~occupies(2, 4, 4), ~occupies(1, 4, 4)]
Clause[occupies(9, 4, 4), occupies(8, 4, 4), occupies(7, 4, 4), occupies(6, 4, 4), occupies(5, 4, 4), occupies(4, 4, 4), occupies(3, 4, 4), occupies(2, 4, 4), occupies(1, 4, 4)]
Clause[~occupies(9, 4, 3), ~occupies(8, 4, 3)]
Clause[~occupies(9, 4, 3), ~occupies(7, 4, 3)]
Clause[~occupies(8, 4, 3), ~occupies(7, 4, 3)]
Clause[~occupies(9, 4, 3), ~occupies(6, 4, 3)]
Clause[~occupies(8, 4, 3), ~occupies(6, 4, 3)]
Clause[~occupies(7, 4, 3), ~occupies(6, 4, 3)]
Clause[~occupies(9, 4, 3), ~occupies(5, 4, 3)]
Clause[~occupies(8, 4, 3), ~occupies(5, 4, 3)]
Clause[~occupies(7, 4, 3), ~occupies(5, 4, 3)]
Clause[~occupies(6, 4, 3), ~occupies(5, 4, 3)]
Clause[~occupies(9, 4, 3), ~occupies(4, 4, 3)]
Clause[~occupies(8, 4, 3), ~occupies(4, 4, 3)]
Clause[~occupies(7, 4, 3), ~occupies(4, 4, 3)]
Clause[~occupies(6, 4, 3), ~occupies(4, 4, 3)]
Clause[~occupies(5, 4, 3), ~occupies(4, 4, 3)]
Clause[~occupies(9, 4, 3), ~occupies(3, 4, 3)]
Clause[~occupies(8, 4, 3), ~occupies(3, 4, 3)]
Clause[~occupies(7, 4, 3), ~occupies(3, 4, 3)]
Clause[~occupies(6, 4, 3), ~occupies(3, 4, 3)]
Clause[~occupies(5, 4, 3), ~occupies(3, 4, 3)]
Clause[~occupies(4, 4, 3), ~occupies(3, 4, 3)]
Clause[~occupies(9, 4, 3), ~occupies(2, 4, 3)]
Clause[~occupies(8, 4, 3), ~occupies(2, 4, 3)]
Clause[~occupies(7, 4, 3), ~occupies(2, 4, 3)]
Clause[~occupies(6, 4, 3), ~occupies(2, 4, 3)]
Clause[~occupies(5, 4, 3), ~occupies(2, 4, 3)]
Clause[~occupies(4, 4, 3), ~occupies(2, 4, 3)]
Clause[~occupies(3, 4, 3), ~occupies(2, 4, 3)]
Clause[~occupies(9, 4, 3), ~occupies(1, 4, 3)]
Clause[~occupies(8, 4, 3), ~occupies(1, 4, 3)]
Clause[~occupies(7, 4, 3), ~occupies(1, 4, 3)]
Clause[~occupies(6, 4, 3), ~occupies(1, 4, 3)]
Clause[~occupies(5, 4, 3), ~occupies(1, 4, 3)]
Clause[~occupies(4, 4, 3), ~occupies(1, 4, 3)]
Clause[~occupies(3, 4, 3), ~occupies(1, 4, 3)]
Clause[~occupies(2, 4, 3), ~occupies(1, 4, 3)]
Clause[occupies(9, 4, 3), occupies(8, 4, 3), occupies(7, 4, 3), occupies(6, 4, 3), occupies(5, 4, 3), occupies(4, 4, 3), occupies(3, 4, 3), occupies(2, 4, 3), occupies(1, 4, 3)]
Clause[~occupies(9, 4, 2), ~occupies(8, 4, 2)]
Clause[~occupies(9, 4, 2), ~occupies(7, 4, 2)]
Clause[~occupies(8, 4, 2), ~occupies(7, 4, 2)]
Clause[~occupies(9, 4, 2), ~occupies(6, 4, 2)]
Clause[~occupies(8, 4, 2), ~occupies(6, 4, 2)]
Clause[~occupies(7, 4, 2), ~occupies(6, 4, 2)]
Clause[~occupies(9, 4, 2), ~occupies(5, 4, 2)]
Clause[~occupies(8, 4, 2), ~occupies(5, 4, 2)]
Clause[~occupies(7, 4, 2), ~occupies(5, 4, 2)]
Clause[~occupies(6, 4, 2), ~occupies(5, 4, 2)]
Clause[~occupies(9, 4, 2), ~occupies(4, 4, 2)]
Clause[~occupies(8, 4, 2), ~occupies(4, 4, 2)]
Clause[~occupies(7, 4, 2), ~occupies(4, 4, 2)]
Clause[~occupies(6, 4, 2), ~occupies(4, 4, 2)]
Clause[~occupies(5, 4, 2), ~occupies(4, 4, 2)]
Clause[~occupies(9, 4, 2), ~occupies(3, 4, 2)]
Clause[~occupies(8, 4, 2), ~occupies(3, 4, 2)]
Clause[~occupies(7, 4, 2), ~occupies(3, 4, 2)]
Clause[~occupies(6, 4, 2), ~occupies(3, 4, 2)]
Clause[~occupies(5, 4, 2), ~occupies(3, 4, 2)]
Clause[~occupies(4, 4, 2), ~occupies(3, 4, 2)]
Clause[~occupies(9, 4, 2), ~occupies(2, 4, 2)]
Clause[~occupies(8, 4, 2), ~occupies(2, 4, 2)]
Clause[~occupies(7, 4, 2), ~occupies(2, 4, 2)]
Clause[~occupies(6, 4, 2), ~occupies(2, 4, 2)]
Clause[~occupies(5, 4, 2), ~occupies(2, 4, 2)]
Clause[~occupies(4, 4, 2), ~occupies(2, 4, 2)]
Clause[~occupies(3, 4, 2), ~occupies(2, 4, 2)]
Clause[~occupies(9, 4, 2), ~occupies(1, 4, 2)]
Clause[~occupies(8, 4, 2), ~occupies(1, 4, 2)]
Clause[~occupies(7, 4, 2), ~occupies(1, 4, 2)]
Clause[~occupies(6, 4, 2), ~occupies(1, 4, 2)]
Clause[~occupies(5, 4, 2), ~occupies(1, 4, 2)]
Clause[~occupies(4, 4, 2), ~occupies(1, 4, 2)]
Clause[~occupies(3, 4, 2), ~occupies(1, 4, 2)]
Clause[~occupies(2, 4, 2), ~occupies(1, 4, 2)]
Clause[occupies(9, 4, 2), occupies(8, 4, 2), occupies(7, 4, 2), occupies(6, 4, 2), occupies(5, 4, 2), occupies(4, 4, 2), occupies(3, 4, 2), occupies(2, 4, 2), occupies(1, 4, 2)]
Clause[~occupies(9, 4, 1), ~occupies(8, 4, 1)]
Clause[~occupies(9, 4, 1), ~occupies(7, 4, 1)]
Clause[~occupies(8, 4, 1), ~occupies(7, 4, 1)]
Clause[~occupies(9, 4, 1), ~occupies(6, 4, 1)]
Clause[~occupies(8, 4, 1), ~occupies(6, 4, 1)]
Clause[~occupies(7, 4, 1), ~occupies(6, 4, 1)]
Clause[~occupies(9, 4, 1), ~occupies(5, 4, 1)]
Clause[~occupies(8, 4, 1), ~occupies(5, 4, 1)]
Clause[~occupies(7, 4, 1), ~occupies(5, 4, 1)]
Clause[~occupies(6, 4, 1), ~occupies(5, 4, 1)]
Clause[~occupies(9, 4, 1), ~occupies(4, 4, 1)]
Clause[~occupies(8, 4, 1), ~occupies(4, 4, 1)]
Clause[~occupies(7, 4, 1), ~occupies(4, 4, 1)]
Clause[~occupies(6, 4, 1), ~occupies(4, 4, 1)]
Clause[~occupies(5, 4, 1), ~occupies(4, 4, 1)]
Clause[~occupies(9, 4, 1), ~occupies(3, 4, 1)]
Clause[~occupies(8, 4, 1), ~occupies(3, 4, 1)]
Clause[~occupies(7, 4, 1), ~occupies(3, 4, 1)]
Clause[~occupies(6, 4, 1), ~occupies(3, 4, 1)]
Clause[~occupies(5, 4, 1), ~occupies(3, 4, 1)]
Clause[~occupies(4, 4, 1), ~occupies(3, 4, 1)]
Clause[~occupies(9, 4, 1), ~occupies(2, 4, 1)]
Clause[~occupies(8, 4, 1), ~occupies(2, 4, 1)]
